"Well";"replno";"smpltp";"templvol";"QtyID";"WellType";"Replicate";"ThresholddRn";"CtdRn";"Quantitycopies";"RSqdRn";"SlopedRn";"qpcrno";"MONISprojectno";"AssayID";"speciesabbr";"plateno";"qpcrrundate";"smplNo";"smplNo02";"Unikt.prøvesæt.nummer";"Noter.på.plastic.posen";"Konc.målt.på.Qubit._ng.uL";"Dato.for.ekstraktion";"Ekstraktionsnummer";"Noter2";"Elueringvolumen.AE.buffer.uL";"Sub_Nmb_for_extraction";"Dato_for_indsml";"X.Noter2";"U_Pr_Nr";"MSTno_di";"wdt";"Navn_Inds";"skib";"Inst";"Dato_inds";"Lok_omr01";"lokalitet_vanda";"lok_pos_lat";"lok_pos_lon";"max_Dyb";"Dyb_Str_m";"Vwf_mL";"vandsoejllagd";"Dyb_lagd01";"dato_80C";"Temp_Inds";"Bemaerkn";"MST.n_Dinds";"MST.nummer";"MST_STEXno";"smplNoSTEX"
"H9";"24";"MST1038";"3uL";"QtyorID";"Unknown";"24";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST1038";"MST1038";"9";NA;"2.61";"2022-jan-06";"MST-SX23";NA;"400";"23_09";"2021-04-14";NA;"MST1038";"MST1038::2021-04-14";FALSE;"Alkri";"DAPHNE";"MST_STORSTRoeM";"2021-04-14";"BFKarrebaeksmindeBugt";"95220322";55.1395;11.5002361111111;121;111;"1700";"ja";"3";"2021-04-16";60.3;NA;"MST1038_2021-04-14";"MST1038";"MST1038STEX23_09";NA
"F4";"14";"MST1043";"3uL";"QtyorID";"Unknown";"14";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST1043";"MST1043";"2";"Bundfauna, Herning bugt, 06.04.2021, Jocth, Musling, 12.04.2021";"3.06";"2022-jan-06";"MST-SX23";NA;"400";"23_02";"2021-04-06";NA;"MST1043";"MST1043::2021-04-06";FALSE;"JOCTH";"Musling";"MSTOJL";"2021-04-06";"Hevringbugt";"93500119";56.6261666666667;10.3204;12;11;"1500";"nej";NA;"2021-04-12";64.3;NA;"MST1043_2021-04-06";"MST1043";"MST1043STEX23_02";NA
"F5";"14";"MST1043";"3uL";"QtyorID";"Unknown";"14";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST1043";"MST1043";"2";"Bundfauna, Herning bugt, 06.04.2021, Jocth, Musling, 12.04.2021";"3.06";"2022-jan-06";"MST-SX23";NA;"400";"23_02";"2021-04-06";NA;"MST1043";"MST1043::2021-04-06";FALSE;"JOCTH";"Musling";"MSTOJL";"2021-04-06";"Hevringbugt";"93500119";56.6261666666667;10.3204;12;11;"1500";"nej";NA;"2021-04-12";64.3;NA;"MST1043_2021-04-06";"MST1043";"MST1043STEX23_02";NA
"F6";"14";"MST1043";"3uL";"QtyorID";"Unknown";"14";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST1043";"MST1043";"2";"Bundfauna, Herning bugt, 06.04.2021, Jocth, Musling, 12.04.2021";"3.06";"2022-jan-06";"MST-SX23";NA;"400";"23_02";"2021-04-06";NA;"MST1043";"MST1043::2021-04-06";FALSE;"JOCTH";"Musling";"MSTOJL";"2021-04-06";"Hevringbugt";"93500119";56.6261666666667;10.3204;12;11;"1500";"nej";NA;"2021-04-12";64.3;NA;"MST1043_2021-04-06";"MST1043";"MST1043STEX23_02";NA
"B7";"18";"MST1054";"3uL";"QtyorID";"Unknown";"18";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST1054";"MST1054";"23";"Plankton, DMU444, 18.05.2021";"6.85";"2022-jan-11";"MST-SX24";NA;"400";"24_23";"2021-05-18";NA;"MST1054";"MST1054::2021-05-18";FALSE;"ALKRI_NIFSO";"Sif";"MST_FYN";"2021-05-18";"DMU444_Arkona";"99000052";55;13.3;48;1;"1400";"ja";"38m";"2021-05-31";92;NA;"MST1054_2021-05-18";"MST1054";"MST1054STEX24_23";NA
"B8";"18";"MST1054";"3uL";"QtyorID";"Unknown";"18";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST1054";"MST1054";"23";"Plankton, DMU444, 18.05.2021";"6.85";"2022-jan-11";"MST-SX24";NA;"400";"24_23";"2021-05-18";NA;"MST1054";"MST1054::2021-05-18";FALSE;"ALKRI_NIFSO";"Sif";"MST_FYN";"2021-05-18";"DMU444_Arkona";"99000052";55;13.3;48;1;"1400";"ja";"38m";"2021-05-31";92;NA;"MST1054_2021-05-18";"MST1054";"MST1054STEX24_23";NA
"B9";"18";"MST1054";"3uL";"QtyorID";"Unknown";"18";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST1054";"MST1054";"23";"Plankton, DMU444, 18.05.2021";"6.85";"2022-jan-11";"MST-SX24";NA;"400";"24_23";"2021-05-18";NA;"MST1054";"MST1054::2021-05-18";FALSE;"ALKRI_NIFSO";"Sif";"MST_FYN";"2021-05-18";"DMU444_Arkona";"99000052";55;13.3;48;1;"1400";"ja";"38m";"2021-05-31";92;NA;"MST1054_2021-05-18";"MST1054";"MST1054STEX24_23";NA
"C7";"19";"MST2021-008";"3uL";"QtyorID";"Unknown";"19";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021008";"MST2021008";"5";"KBH431, Plankton, 19.05.2021";"9.1";"2022-jan-11";"MST-SX24";NA;"400";"24_05";"2021-05-19";NA;"MST2021008";"MST2021008::2021-05-19";FALSE;"ALKRI_NIFSO";"Sif";"MST_SJL";"2021-05-19";"KBH431_Ven";"97200002";55.8666666666667;12.75;55;1;"1300";"ja";"86";"2021-05-31";11.8;NA;"MST2021008_2021-05-19";"MST2021008";"MST2021008STEX24_05";"MST2021008STEX24_05"
"C8";"19";"MST2021-008";"3uL";"QtyorID";"Unknown";"19";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021008";"MST2021008";"5";"KBH431, Plankton, 19.05.2021";"9.1";"2022-jan-11";"MST-SX24";NA;"400";"24_05";"2021-05-19";NA;"MST2021008";"MST2021008::2021-05-19";FALSE;"ALKRI_NIFSO";"Sif";"MST_SJL";"2021-05-19";"KBH431_Ven";"97200002";55.8666666666667;12.75;55;1;"1300";"ja";"86";"2021-05-31";11.8;NA;"MST2021008_2021-05-19";"MST2021008";"MST2021008STEX24_05";"MST2021008STEX24_05"
"C9";"19";"MST2021-008";"3uL";"QtyorID";"Unknown";"19";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021008";"MST2021008";"5";"KBH431, Plankton, 19.05.2021";"9.1";"2022-jan-11";"MST-SX24";NA;"400";"24_05";"2021-05-19";NA;"MST2021008";"MST2021008::2021-05-19";FALSE;"ALKRI_NIFSO";"Sif";"MST_SJL";"2021-05-19";"KBH431_Ven";"97200002";55.8666666666667;12.75;55;1;"1300";"ja";"86";"2021-05-31";11.8;NA;"MST2021008_2021-05-19";"MST2021008";"MST2021008STEX24_05";"MST2021008STEX24_05"
"A7";"17";"MST2021-039";"3uL";"QtyorID";"Unknown";"17";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021039";"MST2021039";"8";"Fyto, Forår, NOR5503, 07.05.2021";"2.72";"2021-dec-08";"MST-SX22";NA;"400";"22_08";"2021-05-07";NA;"MST2021039";"MST2021039::2021-05-07";FALSE;"PHELD_ALKRI";"Sif";"MST_NJL";"2021-05-07";"MariagerFjord";"93610032";56.6626666666667;9.96678333333333;27;1;"1800";"ja";"7m";"2021-05-20";92.8;NA;"MST2021039_2021-05-07";"MST2021039";"MST2021039STEX22_08";"MST2021039STEX22_08"
"A8";"17";"MST2021-039";"3uL";"QtyorID";"Unknown";"17";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021039";"MST2021039";"8";"Fyto, Forår, NOR5503, 07.05.2021";"2.72";"2021-dec-08";"MST-SX22";NA;"400";"22_08";"2021-05-07";NA;"MST2021039";"MST2021039::2021-05-07";FALSE;"PHELD_ALKRI";"Sif";"MST_NJL";"2021-05-07";"MariagerFjord";"93610032";56.6626666666667;9.96678333333333;27;1;"1800";"ja";"7m";"2021-05-20";92.8;NA;"MST2021039_2021-05-07";"MST2021039";"MST2021039STEX22_08";"MST2021039STEX22_08"
"A9";"17";"MST2021-039";"3uL";"QtyorID";"Unknown";"17";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021039";"MST2021039";"8";"Fyto, Forår, NOR5503, 07.05.2021";"2.72";"2021-dec-08";"MST-SX22";NA;"400";"22_08";"2021-05-07";NA;"MST2021039";"MST2021039::2021-05-07";FALSE;"PHELD_ALKRI";"Sif";"MST_NJL";"2021-05-07";"MariagerFjord";"93610032";56.6626666666667;9.96678333333333;27;1;"1800";"ja";"7m";"2021-05-20";92.8;NA;"MST2021039_2021-05-07";"MST2021039";"MST2021039STEX22_08";"MST2021039STEX22_08"
"A10";"25";"MST2021-043";"3uL";"QtyorID";"Unknown";"25";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021043";"MST2021043";"10";"FYTO, Forår, VSJ20925, 15.05.2021";"4.41";"2021-dec-08";"MST-SX22";NA;"400";"22_10";"2021-05-17";NA;"MST2021043";"MST2021043::2021-05-17";FALSE;"alkri_nifso";"Sif";"MSTSJL";"2021-05-17";"VSJ20925";"93000001";56.1316666666667;11.1513361111111;48;1;"1500";"ja";"4";"2021-05-20";10.6;"Dererkunenproevetilraadighed_proeve2erbortkommet";"MST2021043_2021-05-17";"MST2021043";"MST2021043STEX22_10";"MST2021043STEX22_10"
"A11";"25";"MST2021-043";"3uL";"QtyorID";"Unknown";"25";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021043";"MST2021043";"10";"FYTO, Forår, VSJ20925, 15.05.2021";"4.41";"2021-dec-08";"MST-SX22";NA;"400";"22_10";"2021-05-17";NA;"MST2021043";"MST2021043::2021-05-17";FALSE;"alkri_nifso";"Sif";"MSTSJL";"2021-05-17";"VSJ20925";"93000001";56.1316666666667;11.1513361111111;48;1;"1500";"ja";"4";"2021-05-20";10.6;"Dererkunenproevetilraadighed_proeve2erbortkommet";"MST2021043_2021-05-17";"MST2021043";"MST2021043STEX22_10";"MST2021043STEX22_10"
"A12";"25";"MST2021-043";"3uL";"QtyorID";"Unknown";"25";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021043";"MST2021043";"10";"FYTO, Forår, VSJ20925, 15.05.2021";"4.41";"2021-dec-08";"MST-SX22";NA;"400";"22_10";"2021-05-17";NA;"MST2021043";"MST2021043::2021-05-17";FALSE;"alkri_nifso";"Sif";"MSTSJL";"2021-05-17";"VSJ20925";"93000001";56.1316666666667;11.1513361111111;48;1;"1500";"ja";"4";"2021-05-20";10.6;"Dererkunenproevetilraadighed_proeve2erbortkommet";"MST2021043_2021-05-17";"MST2021043";"MST2021043STEX22_10";"MST2021043STEX22_10"
"F7";"22";"MST2021-055";"3uL";"QtyorID";"Unknown";"22";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021055";"MST2021055";"12";"Fytoplankton, 14.09.2021, 99000049";"5.3";"2021-nov-24";"MST-SX21";NA;"400";"21_12";"2021-09-14";NA;"MST2021055";"MST2021055::2021-09-14";FALSE;"krmsk";"sif";"STO";"2021-09-14";"99000049";"99000049";55.25;15.9833333333333;909;1;"1500";"ja";"24";"2021-09-15";169.3;NA;"MST2021055_2021-09-14";"MST2021055";"MST2021055STEX21_12";"MST2021055STEX21_12"
"F8";"22";"MST2021-055";"3uL";"QtyorID";"Unknown";"22";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021055";"MST2021055";"12";"Fytoplankton, 14.09.2021, 99000049";"5.3";"2021-nov-24";"MST-SX21";NA;"400";"21_12";"2021-09-14";NA;"MST2021055";"MST2021055::2021-09-14";FALSE;"krmsk";"sif";"STO";"2021-09-14";"99000049";"99000049";55.25;15.9833333333333;909;1;"1500";"ja";"24";"2021-09-15";169.3;NA;"MST2021055_2021-09-14";"MST2021055";"MST2021055STEX21_12";"MST2021055STEX21_12"
"F9";"22";"MST2021-055";"3uL";"QtyorID";"Unknown";"22";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021055";"MST2021055";"12";"Fytoplankton, 14.09.2021, 99000049";"5.3";"2021-nov-24";"MST-SX21";NA;"400";"21_12";"2021-09-14";NA;"MST2021055";"MST2021055::2021-09-14";FALSE;"krmsk";"sif";"STO";"2021-09-14";"99000049";"99000049";55.25;15.9833333333333;909;1;"1500";"ja";"24";"2021-09-15";169.3;NA;"MST2021055_2021-09-14";"MST2021055";"MST2021055STEX21_12";"MST2021055STEX21_12"
"A4";"9";"MST2021-058";"3uL";"QtyorID";"Unknown";"9";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021058";"MST2021058";"13";"Fytoplankton, 30.08.2021, VEJ0006870";"3.7";"2021-nov-24";"MST-SX21";NA;"400";"21_13";"2021-08-30";NA;"MST2021058";"MST2021058::2021-08-30";FALSE;"KRISTIANMCGREGOR";"Frigg";"MSTOJL";"2021-08-30";"94300001_VEJ0006870";"94300001";55.6743833333333;10.0845083333333;194;1;"1500";"ja";"17";"2021-09-03";100.7;NA;"MST2021058_2021-08-30";"MST2021058";"MST2021058STEX21_13";"MST2021058STEX21_13"
"A5";"9";"MST2021-058";"3uL";"QtyorID";"Unknown";"9";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021058";"MST2021058";"13";"Fytoplankton, 30.08.2021, VEJ0006870";"3.7";"2021-nov-24";"MST-SX21";NA;"400";"21_13";"2021-08-30";NA;"MST2021058";"MST2021058::2021-08-30";FALSE;"KRISTIANMCGREGOR";"Frigg";"MSTOJL";"2021-08-30";"94300001_VEJ0006870";"94300001";55.6743833333333;10.0845083333333;194;1;"1500";"ja";"17";"2021-09-03";100.7;NA;"MST2021058_2021-08-30";"MST2021058";"MST2021058STEX21_13";"MST2021058STEX21_13"
"A6";"9";"MST2021-058";"3uL";"QtyorID";"Unknown";"9";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021058";"MST2021058";"13";"Fytoplankton, 30.08.2021, VEJ0006870";"3.7";"2021-nov-24";"MST-SX21";NA;"400";"21_13";"2021-08-30";NA;"MST2021058";"MST2021058::2021-08-30";FALSE;"KRISTIANMCGREGOR";"Frigg";"MSTOJL";"2021-08-30";"94300001_VEJ0006870";"94300001";55.6743833333333;10.0845083333333;194;1;"1500";"ja";"17";"2021-09-03";100.7;NA;"MST2021058_2021-08-30";"MST2021058";"MST2021058STEX21_13";"MST2021058STEX21_13"
"B4";"10";"MST2021-064";"3uL";"QtyorID";"Unknown";"10";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021064";"MST2021064";"15";"'02.09.2021, Fytoplankton, 02.09.2021, NJL";"2.96";"2021-nov-24";"MST-SX21";NA;"400";"21_15";"2021-09-02";NA;"MST2021064";"MST2021064::2021-09-02";FALSE;"kristianmcgregor";"Frigg";"MSTNJL";"2021-09-02";"93730002_VIB3708_1";"93730002";56.954;9.05020833333333;76;1;"700";"nej";"na";"2021-09-08";173.7;"Breddegrad:56572400";"MST2021064_2021-09-02";"MST2021064";"MST2021064STEX21_15";"MST2021064STEX21_15"
"B5";"10";"MST2021-064";"3uL";"QtyorID";"Unknown";"10";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021064";"MST2021064";"15";"'02.09.2021, Fytoplankton, 02.09.2021, NJL";"2.96";"2021-nov-24";"MST-SX21";NA;"400";"21_15";"2021-09-02";NA;"MST2021064";"MST2021064::2021-09-02";FALSE;"kristianmcgregor";"Frigg";"MSTNJL";"2021-09-02";"93730002_VIB3708_1";"93730002";56.954;9.05020833333333;76;1;"700";"nej";"na";"2021-09-08";173.7;"Breddegrad:56572400";"MST2021064_2021-09-02";"MST2021064";"MST2021064STEX21_15";"MST2021064STEX21_15"
"B6";"10";"MST2021-064";"3uL";"QtyorID";"Unknown";"10";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021064";"MST2021064";"15";"'02.09.2021, Fytoplankton, 02.09.2021, NJL";"2.96";"2021-nov-24";"MST-SX21";NA;"400";"21_15";"2021-09-02";NA;"MST2021064";"MST2021064::2021-09-02";FALSE;"kristianmcgregor";"Frigg";"MSTNJL";"2021-09-02";"93730002_VIB3708_1";"93730002";56.954;9.05020833333333;76;1;"700";"nej";"na";"2021-09-08";173.7;"Breddegrad:56572400";"MST2021064_2021-09-02";"MST2021064";"MST2021064STEX21_15";"MST2021064STEX21_15"
"E4";"13";"MST2021-070";"3uL";"QtyorID";"Unknown";"13";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021070";"MST2021070";"16";"Fytoplankton, 26.10.2021, 93610032- Dybet";"9.1";"2022-jan-11";"MST-SX24";NA;"400";"24_16";"2021-10-26";NA;"MST2021070";"MST2021070::2021-10-26";FALSE;"RasmusBillegrav";"Frigg";"MSTNJL";"2021-10-26";"93610032";"93610032";56.6626666666667;9.96678333333333;28;1;"1200";"ja";"86";"2021-10-27";107.4;NA;"MST2021070_2021-10-26";"MST2021070";"MST2021070STEX24_16";"MST2021070STEX24_16"
"E5";"13";"MST2021-070";"3uL";"QtyorID";"Unknown";"13";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021070";"MST2021070";"16";"Fytoplankton, 26.10.2021, 93610032- Dybet";"9.1";"2022-jan-11";"MST-SX24";NA;"400";"24_16";"2021-10-26";NA;"MST2021070";"MST2021070::2021-10-26";FALSE;"RasmusBillegrav";"Frigg";"MSTNJL";"2021-10-26";"93610032";"93610032";56.6626666666667;9.96678333333333;28;1;"1200";"ja";"86";"2021-10-27";107.4;NA;"MST2021070_2021-10-26";"MST2021070";"MST2021070STEX24_16";"MST2021070STEX24_16"
"E6";"13";"MST2021-070";"3uL";"QtyorID";"Unknown";"13";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021070";"MST2021070";"16";"Fytoplankton, 26.10.2021, 93610032- Dybet";"9.1";"2022-jan-11";"MST-SX24";NA;"400";"24_16";"2021-10-26";NA;"MST2021070";"MST2021070::2021-10-26";FALSE;"RasmusBillegrav";"Frigg";"MSTNJL";"2021-10-26";"93610032";"93610032";56.6626666666667;9.96678333333333;28;1;"1200";"ja";"86";"2021-10-27";107.4;NA;"MST2021070_2021-10-26";"MST2021070";"MST2021070STEX24_16";"MST2021070STEX24_16"
"B10";"26";"MST2021-076";"3uL";"QtyorID";"Unknown";"26";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021076";"MST2021076";"4";"Fytoplankton, 02.09.2021, OMO444";"7.4";"2022-feb-01";"MST-SX25";NA;"400";"25_04";"2021-09-02";NA;"MST2021076";"MST2021076::2021-09-02";FALSE;"alkri";"Sif";"MSTFYN";"2021-09-02";"DMU444";"99000052";54.9996666666667;13.3;457;1;"1800";"ja";"42";"2021-09-08";17.5;NA;"MST2021076_2021-09-02";"MST2021076";"MST2021076STEX25_04";"MST2021076STEX25_04"
"B11";"26";"MST2021-076";"3uL";"QtyorID";"Unknown";"26";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021076";"MST2021076";"4";"Fytoplankton, 02.09.2021, OMO444";"7.4";"2022-feb-01";"MST-SX25";NA;"400";"25_04";"2021-09-02";NA;"MST2021076";"MST2021076::2021-09-02";FALSE;"alkri";"Sif";"MSTFYN";"2021-09-02";"DMU444";"99000052";54.9996666666667;13.3;457;1;"1800";"ja";"42";"2021-09-08";17.5;NA;"MST2021076_2021-09-02";"MST2021076";"MST2021076STEX25_04";"MST2021076STEX25_04"
"B12";"26";"MST2021-076";"3uL";"QtyorID";"Unknown";"26";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021076";"MST2021076";"4";"Fytoplankton, 02.09.2021, OMO444";"7.4";"2022-feb-01";"MST-SX25";NA;"400";"25_04";"2021-09-02";NA;"MST2021076";"MST2021076::2021-09-02";FALSE;"alkri";"Sif";"MSTFYN";"2021-09-02";"DMU444";"99000052";54.9996666666667;13.3;457;1;"1800";"ja";"42";"2021-09-08";17.5;NA;"MST2021076_2021-09-02";"MST2021076";"MST2021076STEX25_04";"MST2021076STEX25_04"
"C4";"11";"MST2021-079";"3uL";"QtyorID";"Unknown";"11";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021079";"MST2021079";"21";"Fytoplankton, 06.09.2021, 93740007";"7.6";"2021-nov-24";"MST-SX21";NA;"400";"21_21";"2021-09-06";NA;"MST2021079";"MST2021079::2021-09-06";FALSE;"RasmusBillegrav";"Frigg";"MSTMJL";"2021-09-06";"93740007_VIB3727_1";"93740007";56.6208333333333;9.06681944444444;51;1;"1100";"ja";"2";"2021-09-08";173.5;NA;"MST2021079_2021-09-06";"MST2021079";"MST2021079STEX21_21";"MST2021079STEX21_21"
"C5";"11";"MST2021-079";"3uL";"QtyorID";"Unknown";"11";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021079";"MST2021079";"21";"Fytoplankton, 06.09.2021, 93740007";"7.6";"2021-nov-24";"MST-SX21";NA;"400";"21_21";"2021-09-06";NA;"MST2021079";"MST2021079::2021-09-06";FALSE;"RasmusBillegrav";"Frigg";"MSTMJL";"2021-09-06";"93740007_VIB3727_1";"93740007";56.6208333333333;9.06681944444444;51;1;"1100";"ja";"2";"2021-09-08";173.5;NA;"MST2021079_2021-09-06";"MST2021079";"MST2021079STEX21_21";"MST2021079STEX21_21"
"C6";"11";"MST2021-079";"3uL";"QtyorID";"Unknown";"11";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021079";"MST2021079";"21";"Fytoplankton, 06.09.2021, 93740007";"7.6";"2021-nov-24";"MST-SX21";NA;"400";"21_21";"2021-09-06";NA;"MST2021079";"MST2021079::2021-09-06";FALSE;"RasmusBillegrav";"Frigg";"MSTMJL";"2021-09-06";"93740007_VIB3727_1";"93740007";56.6208333333333;9.06681944444444;51;1;"1100";"ja";"2";"2021-09-08";173.5;NA;"MST2021079_2021-09-06";"MST2021079";"MST2021079STEX21_21";"MST2021079STEX21_21"
"D4";"12";"MST2021-082";"3uL";"QtyorID";"Unknown";"12";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021082";"MST2021082";"23";"Fytoplankton, 07.09.2021, 93000005,";"4.09";"2021-nov-24";"MST-SX21";NA;"400";"21_23";"2021-09-07";NA;"MST2021082";"MST2021082::2021-09-07";FALSE;"RasmusBillegrav";"Frigg";"MSTNJL";"2021-09-07";"93000005_NOR409";"93000005";56.8561;10.7845083333333;146;1;"1500";"ja";"4";"2021-09-08";160.3;NA;"MST2021082_2021-09-07";"MST2021082";"MST2021082STEX21_23";"MST2021082STEX21_23"
"D5";"12";"MST2021-082";"3uL";"QtyorID";"Unknown";"12";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021082";"MST2021082";"23";"Fytoplankton, 07.09.2021, 93000005,";"4.09";"2021-nov-24";"MST-SX21";NA;"400";"21_23";"2021-09-07";NA;"MST2021082";"MST2021082::2021-09-07";FALSE;"RasmusBillegrav";"Frigg";"MSTNJL";"2021-09-07";"93000005_NOR409";"93000005";56.8561;10.7845083333333;146;1;"1500";"ja";"4";"2021-09-08";160.3;NA;"MST2021082_2021-09-07";"MST2021082";"MST2021082STEX21_23";"MST2021082STEX21_23"
"D6";"12";"MST2021-082";"3uL";"QtyorID";"Unknown";"12";"0.0427";"NoCt";"NoCt";"0.992";"-3.414";"qpcr0951";"MONIS6";"AssID09";"Neomel";"plt02";"qpcrrundate20220809";"MST2021082";"MST2021082";"23";"Fytoplankton, 07.09.2021, 93000005,";"4.09";"2021-nov-24";"MST-SX21";NA;"400";"21_23";"2021-09-07";NA;"MST2021082";"MST2021082::2021-09-07";FALSE;"RasmusBillegrav";"Frigg";"MSTNJL";"2021-09-07";"93000005_NOR409";"93000005";56.8561;10.7845083333333;146;1;"1500";"ja";"4";"2021-09-08";160.3;NA;"MST2021082_2021-09-07";"MST2021082";"MST2021082STEX21_23";"MST2021082STEX21_23"
