"","Well","replno","smpltp","templvol","QtyID","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","qpcrno","MONISprojectno","AssayID","speciesabbr","plateno","qpcrrundate","Cq","gen_specnm","Genus","species","dk_comnm","smpltp2","MST.y.m","ssn","Wellname.ssn.no1","gen_specnm.ssn","locnm","colldate","volfilt_mL","declat","declon","Welltype","Harbour","Harbour.Welltype","col.06","qpcr.rplno","welltp","qpcrno.plateno","spec.lat","mx.Cq.lod","intc5","lod.val","loq.val","rEffic","ampF","intc2","slo3","RSqdRn.1","templvol","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"1572","D6",12,"MST2021-031","3uL","QtyorID","Unknown",12,0.1208,32.91,59.01,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","32.91","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021031","MST.2021031.2021.Jun","spri","D6.spri.1","Pseudochattonella_farcimen.spri","HirtshalsNOR7715_92200001","2021-06-17",1200,57.6078333333333,9.90025555555555,"Unknown","HirtshalsNOR7715_92200001","HirtshalsNOR7715_92200001.Unknown","#DF536B","qpcr944.12","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",6.55666666666667,6556.66666666667,6557.66666666667,3.81674933723324
"1573","E4",13,"MST2021-032","3uL","QtyorID","Unknown",13,0.1208,29.96,444.6,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","29.96","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021032","MST.2021032.2021.Jun","spri","E4.spri.1","Pseudochattonella_farcimen.spri","KragskovRevSyd","2021-06-23",1400,57.5407666666667,10.4687805555556,"Unknown","KragskovRevSyd","KragskovRevSyd.Unknown",NA,"qpcr944.13","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",42.3428571428571,42342.8571428572,42343.8571428572,4.62679041578924
"1574","E5",13,"MST2021-032","3uL","QtyorID","Unknown",13,0.1208,30.1,405.1,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","30.10","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021032","MST.2021032.2021.Jun","spri","E5.spri.1","Pseudochattonella_farcimen.spri","KragskovRevSyd","2021-06-23",1400,57.5407666666667,10.4687805555556,"Unknown","KragskovRevSyd","KragskovRevSyd.Unknown",NA,"qpcr944.13","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",38.5809523809524,38580.9523809524,38581.9523809524,4.5863842006749
"1575","E6",13,"MST2021-032","3uL","QtyorID","Unknown",13,0.1208,30.16,388.1,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","30.16","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021032","MST.2021032.2021.Jun","spri","E6.spri.1","Pseudochattonella_farcimen.spri","KragskovRevSyd","2021-06-23",1400,57.5407666666667,10.4687805555556,"Unknown","KragskovRevSyd","KragskovRevSyd.Unknown",NA,"qpcr944.13","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",36.9619047619048,36961.9047619048,36962.9047619048,4.56776609329743
"1576","F4",14,"MST2021-040","3uL","QtyorID","Unknown",14,0.1208,31.72,133.8,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","31.72","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021040","MST.2021040.2021.Sep","fall","F4.fall.1","Pseudochattonella_farcimen.fall","Tr3Fornaes","2021-09-15",1270,56.4437333333333,10.9524027777778,"Unknown","Tr3Fornaes","Tr3Fornaes.Unknown","#61D04F","qpcr944.14","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",14.0472440944882,14047.2440944882,14048.2440944882,4.14762204468733
"1577","F5",14,"MST2021-040","3uL","QtyorID","Unknown",14,0.1208,31.59,145.6,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","31.59","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021040","MST.2021040.2021.Sep","fall","F5.fall.1","Pseudochattonella_farcimen.fall","Tr3Fornaes","2021-09-15",1270,56.4437333333333,10.9524027777778,"Unknown","Tr3Fornaes","Tr3Fornaes.Unknown","#61D04F","qpcr944.14","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",15.2860892388451,15286.0892388451,15287.0892388451,4.18432480079171
"1578","F6",14,"MST2021-040","3uL","QtyorID","Unknown",14,0.1208,31.54,150.6,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","31.54","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021040","MST.2021040.2021.Sep","fall","F6.fall.1","Pseudochattonella_farcimen.fall","Tr3Fornaes","2021-09-15",1270,56.4437333333333,10.9524027777778,"Unknown","Tr3Fornaes","Tr3Fornaes.Unknown","#61D04F","qpcr944.14","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",15.8110236220472,15811.0236220472,15812.0236220472,4.19898745447672
"1582","H4",16,"MST2021-044","3uL","QtyorID","Unknown",16,0.1208,33.5,39.52,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","33.50","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021044","MST.2021044.2021.May","spri","H4.spri.1","Pseudochattonella_farcimen.spri","Soenderhooest","2021-05-19",1200,55.3375166666667,8.35012777777778,"Unknown","Soenderhooest","Soenderhooest.Unknown","#2297E6","qpcr944.16","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",4.39111111111111,4391.11111111111,4392.11111111111,3.64267331831181
"1583","H5",16,"MST2021-044","3uL","QtyorID","Unknown",16,0.1208,33.52,39.11,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","33.52","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021044","MST.2021044.2021.May","spri","H5.spri.1","Pseudochattonella_farcimen.spri","Soenderhooest","2021-05-19",1200,55.3375166666667,8.35012777777778,"Unknown","Soenderhooest","Soenderhooest.Unknown","#2297E6","qpcr944.16","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",4.34555555555556,4345.55555555556,4346.55555555556,3.63814523493716
"1584","H6",16,"MST2021-044","3uL","QtyorID","Unknown",16,0.1208,33.26,46.64,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","33.26","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021044","MST.2021044.2021.May","spri","H6.spri.1","Pseudochattonella_farcimen.spri","Soenderhooest","2021-05-19",1200,55.3375166666667,8.35012777777778,"Unknown","Soenderhooest","Soenderhooest.Unknown","#2297E6","qpcr944.16","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",5.18222222222222,5182.22222222222,5183.22222222222,3.71459982890821
"1585","A7",17,"MST2021-049","3uL","QtyorID","Unknown",17,0.1208,34.92,14.98,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","34.92","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021049","MST.2021049.2021.May","spri","A7.spri.1","Pseudochattonella_farcimen.spri","ListerDyb","2021-05-21",500,55.0938666666667,8.56828611111111,"Unknown","ListerDyb","ListerDyb.Unknown",NA,"qpcr944.17","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",3.99466666666667,3994.66666666667,3995.66666666667,3.60158925060861
"1586","A8",17,"MST2021-049","3uL","QtyorID","Unknown",17,0.1208,37.16,3.24,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","37.16","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021049","MST.2021049.2021.May","spri","A8.spri.1","Pseudochattonella_farcimen.spri","ListerDyb","2021-05-21",500,55.0938666666667,8.56828611111111,"Unknown","ListerDyb","ListerDyb.Unknown",NA,"qpcr944.17","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.864,864,865,2.93701610746481
"1587","A9",17,"MST2021-049","3uL","QtyorID","Unknown",17,0.1208,37.76,2.15,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","37.76","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021049","MST.2021049.2021.May","spri","A9.spri.1","Pseudochattonella_farcimen.spri","ListerDyb","2021-05-21",500,55.0938666666667,8.56828611111111,"Unknown","ListerDyb","ListerDyb.Unknown",NA,"qpcr944.17","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.573333333333333,573.333333333333,574.333333333333,2.75916402272837
"1588","B7",18,"MST2021-052","3uL","QtyorID","Unknown",18,0.1208,35.39,10.84,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","35.39","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021052","MST.2021052.2021.Jun","spri","B7.spri.1","Pseudochattonella_farcimen.spri","FYN6900017","2021-06-14",610,0,0,"Unknown","FYN6900017","FYN6900017.Unknown","#28E2E5","qpcr944.18","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",2.36939890710382,2369.39890710382,2370.39890710382,3.37482143823622
"1589","B8",18,"MST2021-052","3uL","QtyorID","Unknown",18,0.1208,36.31,5.81,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","36.31","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021052","MST.2021052.2021.Jun","spri","B8.spri.1","Pseudochattonella_farcimen.spri","FYN6900017","2021-06-14",610,0,0,"Unknown","FYN6900017","FYN6900017.Unknown","#28E2E5","qpcr944.18","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",1.26994535519126,1269.94535519126,1270.94535519126,3.1041268782888
"1590","B9",18,"MST2021-052","3uL","QtyorID","Unknown",18,0.1208,35.85,7.94,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","35.85","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021052","MST.2021052.2021.Jun","spri","B9.spri.1","Pseudochattonella_farcimen.spri","FYN6900017","2021-06-14",610,0,0,"Unknown","FYN6900017","FYN6900017.Unknown","#28E2E5","qpcr944.18","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",1.73551912568306,1735.51912568306,1736.51912568306,3.23967957090787
"1591","C7",19,"MST2021-071","3uL","QtyorID","Unknown",19,0.1208,36.87,3.97,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","36.87","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021071","MST.2021071.2021.Oct","fall","C7.fall.1","Pseudochattonella_farcimen.fall","FYN6900017","2021-10-13",1500,55.4782833333333,10.5169277777778,"Unknown","FYN6900017","FYN6900017.Unknown","#28E2E5","qpcr944.19","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.352888888888889,352.888888888889,353.888888888889,2.54886692723204
"1592","C8",19,"MST2021-071","3uL","QtyorID","Unknown",19,0.1208,36.97,3.68,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","36.97","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021071","MST.2021071.2021.Oct","fall","C8.fall.1","Pseudochattonella_farcimen.fall","FYN6900017","2021-10-13",1500,55.4782833333333,10.5169277777778,"Unknown","FYN6900017","FYN6900017.Unknown","#28E2E5","qpcr944.19","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.327111111111111,327.111111111111,328.111111111111,2.51602093752575
"1593","C9",19,"MST2021-071","3uL","QtyorID","Unknown",19,0.1208,35.99,7.2,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","35.99","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021071","MST.2021071.2021.Oct","fall","C9.fall.1","Pseudochattonella_farcimen.fall","FYN6900017","2021-10-13",1500,55.4782833333333,10.5169277777778,"Unknown","FYN6900017","FYN6900017.Unknown","#28E2E5","qpcr944.19","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.64,640,641,2.80685802951882
"1600","F7",22,"NEKfeb2022","3uL","QtyorID","Unknown",22,0.1208,39.98,0.4717,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","39.98","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","NEKfeb2022",NA,NA,"F7.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Unknown",NA,"NA.Unknown",NA,"qpcr944.22","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",NA,0,1,0
"1601","F8",22,"NEKfeb2022","3uL","QtyorID","Unknown",22,0.1208,39.39,0.709,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","39.39","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","NEKfeb2022",NA,NA,"F8.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Unknown",NA,"NA.Unknown",NA,"qpcr944.22","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",NA,0,1,0
"1603","G7",23,"MST1028","3uL","QtyorID","Unknown",23,0.1208,36.5,5.09,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","36.50","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST0001028","MST.1028.2021.Mar","spri","G7.spri.1","Pseudochattonella_farcimen.spri","FFSB0011","2021-03-15",1600,54.8341666666667,9.81666666666667,"Unknown","FFSB0011","FFSB0011.Unknown",NA,"qpcr944.23","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.424166666666667,424.166666666667,425.166666666667,2.62855920822615
"1604","G8",23,"MST1028","3uL","QtyorID","Unknown",23,0.1208,36.17,6.39,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","36.17","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST0001028","MST.1028.2021.Mar","spri","G8.spri.1","Pseudochattonella_farcimen.spri","FFSB0011","2021-03-15",1600,54.8341666666667,9.81666666666667,"Unknown","FFSB0011","FFSB0011.Unknown",NA,"qpcr944.23","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.5325,532.5,533.5,2.72713442376049
"1605","G9",23,"MST1028","3uL","QtyorID","Unknown",23,0.1208,36.42,5.36,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","36.42","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST0001028","MST.1028.2021.Mar","spri","G9.spri.1","Pseudochattonella_farcimen.spri","FFSB0011","2021-03-15",1600,54.8341666666667,9.81666666666667,"Unknown","FFSB0011","FFSB0011.Unknown",NA,"qpcr944.23","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.446666666666667,446.666666666667,447.666666666667,2.65095475794905
"1606","H7",24,"MST1027","3uL","QtyorID","Unknown",24,0.1208,35.36,11.07,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","35.36","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST0001027","MST.1027.2021.Mar","spri","H7.spri.1","Pseudochattonella_farcimen.spri","Sydfynskeoehav_BF11","2021-03-19",1500,55.0262,10.3685111111111,"Unknown","Sydfynskeoehav_BF11","Sydfynskeoehav_BF11.Unknown",NA,"qpcr944.24","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.984,984,985,2.99343623049761
"1607","H8",24,"MST1027","3uL","QtyorID","Unknown",24,0.1208,36.15,6.47,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","36.15","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST0001027","MST.1027.2021.Mar","spri","H8.spri.1","Pseudochattonella_farcimen.spri","Sydfynskeoehav_BF11","2021-03-19",1500,55.0262,10.3685111111111,"Unknown","Sydfynskeoehav_BF11","Sydfynskeoehav_BF11.Unknown",NA,"qpcr944.24","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.575111111111111,575.111111111111,576.111111111111,2.76050625128573
"1608","H9",24,"MST1027","3uL","QtyorID","Unknown",24,0.1208,35.63,9.26,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","35.63","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST0001027","MST.1027.2021.Mar","spri","H9.spri.1","Pseudochattonella_farcimen.spri","Sydfynskeoehav_BF11","2021-03-19",1500,55.0262,10.3685111111111,"Unknown","Sydfynskeoehav_BF11","Sydfynskeoehav_BF11.Unknown",NA,"qpcr944.24","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",0.823111111111111,823.111111111111,824.111111111111,2.91598576957247
"1609","A10",25,"MST2021-012","3uL","QtyorID","Unknown",25,0.1208,25.34,10450,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","25.34","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021012","MST.2021012.2021.Apr","spri","A10.spri.1","Pseudochattonella_farcimen.spri","VejleFjordindre_VF","2021-04-27",1500,55.7021833333333,9.66136111111111,"Unknown","VejleFjordindre_VF","VejleFjordindre_VF.Unknown",NA,"qpcr944.25","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",928.888888888889,928888.888888889,928889.888888889,5.96796423554135
"1610","A11",25,"MST2021-012","3uL","QtyorID","Unknown",25,0.1208,24.83,14810,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","24.83","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021012","MST.2021012.2021.Apr","spri","A11.spri.1","Pseudochattonella_farcimen.spri","VejleFjordindre_VF","2021-04-27",1500,55.7021833333333,9.66136111111111,"Unknown","VejleFjordindre_VF","VejleFjordindre_VF.Unknown",NA,"qpcr944.25","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",1316.44444444444,1316444.44444444,1316445.44444444,6.11940286597329
"1611","A12",25,"MST2021-012","3uL","QtyorID","Unknown",25,0.1208,24.83,14850,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","24.83","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021012","MST.2021012.2021.Apr","spri","A12.spri.1","Pseudochattonella_farcimen.spri","VejleFjordindre_VF","2021-04-27",1500,55.7021833333333,9.66136111111111,"Unknown","VejleFjordindre_VF","VejleFjordindre_VF.Unknown",NA,"qpcr944.25","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",1320,1320000,1320001,6.1205742602167
"1612","B10",26,"MST2021-075","3uL","QtyorID","Unknown",26,0.1208,23.25,43600,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","23.25","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021075","MST.2021075.2021.May","spri","B10.spri.1","Pseudochattonella_farcimen.spri","VEJ0006870_94300001","2021-05-11",1100,55.6743833333333,10.0845083333333,"Unknown","VEJ0006870_94300001","VEJ0006870_94300001.Unknown",NA,"qpcr944.26","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",5284.84848484848,5284848.48484849,5284849.48484849,6.72303262289593
"1613","B11",26,"MST2021-075","3uL","QtyorID","Unknown",26,0.1208,23.42,38770,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","23.42","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021075","MST.2021075.2021.May","spri","B11.spri.1","Pseudochattonella_farcimen.spri","VEJ0006870_94300001","2021-05-11",1100,55.6743833333333,10.0845083333333,"Unknown","VEJ0006870_94300001","VEJ0006870_94300001.Unknown",NA,"qpcr944.26","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",4699.39393939394,4699393.93939394,4699394.93939394,6.67204194487227
"1614","B12",26,"MST2021-075","3uL","QtyorID","Unknown",26,0.1208,23.38,39950,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","23.38","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021075","MST.2021075.2021.May","spri","B12.spri.1","Pseudochattonella_farcimen.spri","VEJ0006870_94300001","2021-05-11",1100,55.6743833333333,10.0845083333333,"Unknown","VEJ0006870_94300001","VEJ0006870_94300001.Unknown",NA,"qpcr944.26","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",4842.42424242424,4842424.24242424,4842425.24242424,6.68506292478542
"1615","C10",27,"MST1022","3uL","QtyorID","Unknown",27,0.1208,24.66,16660,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","24.66","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST0001022","MST.1022.2021.May","spri","C10.spri.1","Pseudochattonella_farcimen.spri","ARH1700006_94400007","2021-05-17",1100,56.1547333333333,10.3170055555556,"Unknown","ARH1700006_94400007","ARH1700006_94400007.Unknown",NA,"qpcr944.27","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",2019.39393939394,2019393.93939394,2019394.93939394,6.30522126358258
"1616","C11",27,"MST1022","3uL","QtyorID","Unknown",27,0.1208,24.75,15610,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","24.75","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST0001022","MST.1022.2021.May","spri","C11.spri.1","Pseudochattonella_farcimen.spri","ARH1700006_94400007","2021-05-17",1100,56.1547333333333,10.3170055555556,"Unknown","ARH1700006_94400007","ARH1700006_94400007.Unknown",NA,"qpcr944.27","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",1892.12121212121,1892121.21212121,1892122.21212121,6.27694918404026
"1617","C12",27,"MST1022","3uL","QtyorID","Unknown",27,0.1208,24.83,14760,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","24.83","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST0001022","MST.1022.2021.May","spri","C12.spri.1","Pseudochattonella_farcimen.spri","ARH1700006_94400007","2021-05-17",1100,56.1547333333333,10.3170055555556,"Unknown","ARH1700006_94400007","ARH1700006_94400007.Unknown",NA,"qpcr944.27","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",1789.09090909091,1789090.90909091,1789091.90909091,6.25263265168293
"1618","D10",28,"MST2021-089","3uL","QtyorID","Unknown",28,0.1208,25.44,9764,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","25.44","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021089","MST.2021089.2021.May","spri","D10.spri.1","Pseudochattonella_farcimen.spri","EbeltoftVig","2021-05-17",1400,56.2094,10.6003444444444,"Unknown","EbeltoftVig","EbeltoftVig.Unknown",NA,"qpcr944.28","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",929.904761904762,929904.761904762,929905.761904762,5.9684389387061
"1619","D11",28,"MST2021-089","3uL","QtyorID","Unknown",28,0.1208,25.52,9203,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","25.52","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021089","MST.2021089.2021.May","spri","D11.spri.1","Pseudochattonella_farcimen.spri","EbeltoftVig","2021-05-17",1400,56.2094,10.6003444444444,"Unknown","EbeltoftVig","EbeltoftVig.Unknown",NA,"qpcr944.28","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",876.47619047619,876476.190476191,876477.190476191,5.94274061845694
