"","speciesabbr","smplNm.x","U_Pr_Nr.x","GnNm.x","SpNm.x","ClNm.x","PhNm.x","speciesNm.x","lokalitet_vanda.x","lon.x","lat.x","Lok_omr01.x","Dato_inds.x","typCnt","mch","molcnt","Dato_inds.dd","Dato_inds.mm","Dato_inds.yy","ssn.smpl","mch.ssn","eDN.lv1.l10","snpb","lon.m","lat.m","uspcAb","MST.n_Dinds","U_Pr_Nr.y","Navn_Inds","skib","Inst","Dato_inds.y","Lok_omr01.y","lokalitet_vanda.y","lok_pos_lat.x","lok_pos_lon.x","max_Dyb","Dyb_Str_m","Vwf_mL","vandsoejllagd","Dyb_lagd01","dato_80C","Temp_Inds","Bemaerkn","MST.nummer.x","smplNm.y","ddlod","qlod","qloq","qloq.unmf","mcp_ddPCR","mcp_qPCR","sdmn_ddPCR","sdmn_qPCR","sdmx_ddPCR","sdmx_qPCR","GnNm.y","SpNm.y","GnNmLt","speciesNm.y","smplTp","ClNm.y","PhNm.y","U_Pr_Nr","Dato_inds","lokalitet_vanda","lok_pos_lat.y","lok_pos_lon.y","Lok_omr01","lat.y","lon.y","MST.nummer.y","Unikt.prøvesæt.nummer","Noter.på.plastic.posen","Konc.målt.på.Qubit._ng.uL","Dato.for.ekstraktion","Ekstraktionsnummer","Noter2","Elueringvolumen.AE.buffer.uL","Sub_Nmb_for_extraction","Dato_for_indsml","X.Noter2","U_Pr_Nr.y.y","MSTno_di"
"200","Myaare","MST2021-049","MST2021049","Mya","arenaria","Bivalvia","Mollusca","M. arenaria",91650035,8.56828611111111,55.0938666666667,"ListerDyb","2021-05-21","mcp","qPCR",518.766666666667,21,5,2021,"2nd_season","qPCR : 2nd_season",2.71580842417054,13,8.48828611111111,54.9338666666667,"Myaare","MST2021049_2021-05-21","MST2021049","LasseoerstedJensen","Fucus","Sydjylland","2021-05-21","ListerDyb",91650035,"55.0938666666667","8.56828611111111","11","10","500","nej",NA,"2021-05-21","11","LISD0027","MST2021049","MST2021-049",5.1446944475174,3,3,3,224.003734588623,518.766666666667,215.169105529785,472.956151134386,232.851638793945,564.577182198947,"Mya","arenaria","M","M. arenaria","MST","Bivalvia","Mollusca","MST2021049","2021-05-21",91650035,"55.0938666666667","8.56828611111111","ListerDyb",55.0938666666667,8.56828611111111,"MST2021-049","10","LISD0027; 21-5-21","7.75","2022-jan-06","MST-SX23",NA,"400","23_10","2021-05-21",NA,"MST2021049","MST2021049::2021-05-21"
"201","Myaare","MST2021-051","MST2021051","Mya","arenaria","Bivalvia","Mollusca","M. arenaria",93730002,9.07075,56.9543333333333,"93730002_VIB3708_1","2021-06-04","mcp","ddPCR",967.26234436035,4,6,2021,"2nd_season","ddPCR : 2nd_season",2.98599304250646,13,8.99075,56.7943333333333,"Myaare","MST2021051_2021-06-04","MST2021051","RasmusBillegrav","Frigg","MSTNJL","2021-06-04","93730002_VIB3708_1",93730002,"56.9543333333333","9.07075","7","1","1700","nej",NA,"2021-06-10","150.8",NA,"MST2021051","MST2021-051",5.1446944475174,3,3,3,967.26234436035,0,949.502487182615,0,985.07598876953,0,"Mya","arenaria","M","M. arenaria","MST","Bivalvia","Mollusca","MST2021051","2021-06-04",93730002,"56.9543333333333","9.07075","93730002_VIB3708_1",56.9543333333333,9.07075,"MST2021-051","16","93730002, 04.jun.2021, 1 m, RABIL","22.5","2022-feb-01","MST-SX25",NA,"400","25_16","2021-06-04",NA,"MST2021051","MST2021051::2021-06-04"
"202","Myaare","MST2021-052","MST2021052","Mya","arenaria","Bivalvia","Mollusca","M. arenaria",94230001,10.5169333333333,55.4678333333333,"FYN6900017","2021-06-14","mcp","ddPCR",3.21840643882752,14,6,2021,"2nd_season","ddPCR : 2nd_season",0.625148421215766,13,10.4369333333333,55.3078333333333,"Myaare","MST2021052_2021-06-14","MST2021052","FlemmingNoergaard","Belone","Fyn","2021-06-14","FYN6900017",94230001,"55.4678333333333","10.5169333333333","84","1","610","ja","26","2021-06-15","17.8",NA,"MST2021052","MST2021-052",5.1446944475174,3,3,3,3.21840643882752,5.74,2.25806429982185,3.98298548668487,4.418965280056,7.49701451331513,"Mya","arenaria","M","M. arenaria","MST","Bivalvia","Mollusca","MST2021052","2021-06-14",94230001,"55.4678333333333","10.5169333333333","FYN6900017",55.4678333333333,10.5169333333333,"MST2021-052","10","Fyto, Fyn6900017, 14-06-21","8.95","2021-nov-24","MST-SX21",NA,"400","21_10","2021-06-14",NA,"MST2021052","MST2021052::2021-06-14"
"203","Myaare","MST2021-052","MST2021052","Mya","arenaria","Bivalvia","Mollusca","M. arenaria",94230001,10.5169333333333,55.4678333333333,"FYN6900017","2021-06-14","mcp","qPCR",5.74,14,6,2021,"2nd_season","qPCR : 2nd_season",0.82865989653532,13,10.4369333333333,55.3078333333333,"Myaare","MST2021052_2021-06-14","MST2021052","FlemmingNoergaard","Belone","Fyn","2021-06-14","FYN6900017",94230001,"55.4678333333333","10.5169333333333","84","1","610","ja","26","2021-06-15","17.8",NA,"MST2021052","MST2021-052",5.1446944475174,3,3,3,3.21840643882752,5.74,2.25806429982185,3.98298548668487,4.418965280056,7.49701451331513,"Mya","arenaria","M","M. arenaria","MST","Bivalvia","Mollusca","MST2021052","2021-06-14",94230001,"55.4678333333333","10.5169333333333","FYN6900017",55.4678333333333,10.5169333333333,"MST2021-052","10","Fyto, Fyn6900017, 14-06-21","8.95","2021-nov-24","MST-SX21",NA,"400","21_10","2021-06-14",NA,"MST2021052","MST2021052::2021-06-14"
"204","Myaare","MST2021-070","MST2021070","Mya","arenaria","Bivalvia","Mollusca","M. arenaria",93610032,9.96678333333333,56.6626666666667,"93610032","2021-10-26","mcp","ddPCR",0.310307964682579,26,10,2021,"1st_season","ddPCR : 1st_season",0.117373380879855,13,9.88678333333333,56.5026666666667,"Myaare","MST2021070_2021-10-26","MST2021070","RasmusBillegrav","Frigg","MSTNJL","2021-10-26","93610032",93610032,"56.6626666666667","9.96678333333333","28","1","1200","ja","86","2021-10-27","107.4",NA,"MST2021070","MST2021-070",5.1446944475174,3,3,3,0.310307964682579,0,0.084091844037175,0,0.772386863827705,0,"Mya","arenaria","M","M. arenaria","MST","Bivalvia","Mollusca","MST2021070","2021-10-26",93610032,"56.6626666666667","9.96678333333333","93610032",56.6626666666667,9.96678333333333,"MST2021-070","16","Fytoplankton, 26.10.2021, 93610032- Dybet","9.1","2022-jan-11","MST-SX24",NA,"400","24_16","2021-10-26",NA,"MST2021070","MST2021070::2021-10-26"
"205","Myaare","MST2021-071","MST2021071","Mya","arenaria","Bivalvia","Mollusca","M. arenaria",94230001,10.5169333333333,55.4678333333333,"FYN6900017","2021-10-13","mcp","ddPCR",36.6991496086121,13,10,2021,"1st_season","ddPCR : 1st_season",1.57633155380121,13,10.4369333333333,55.3078333333333,"Myaare","MST2021071_2021-10-13","MST2021071","FlemmingNoergaard&PauliJoergensen","Belone","Fyn","2021-10-13","FYN6900017",94230001,"55.4678333333333","10.5169333333333","98","1","1500","nej",NA,"2021-10-21","11.4",NA,"MST2021071","MST2021-071",5.1446944475174,3,3,3,36.6991496086121,74.4466666666667,33.3072853088379,67.8679408528534,40.0929737091065,81.02539248048,"Mya","arenaria","M","M. arenaria","MST","Bivalvia","Mollusca","MST2021071","2021-10-13",94230001,"55.4678333333333","10.5169333333333","FYN6900017",55.4678333333333,10.5169333333333,"MST2021-071","4","21-10","6.5","2022-jan-11","MST-SX24",NA,"400","24_04","2021-10-13",NA,"MST2021071","MST2021071::2021-10-13"
"206","Myaare","MST2021-071","MST2021071","Mya","arenaria","Bivalvia","Mollusca","M. arenaria",94230001,10.5169333333333,55.4678333333333,"FYN6900017","2021-10-13","mcp","qPCR",74.4466666666667,13,10,2021,"1st_season","qPCR : 1st_season",1.87764005683193,13,10.4369333333333,55.3078333333333,"Myaare","MST2021071_2021-10-13","MST2021071","FlemmingNoergaard&PauliJoergensen","Belone","Fyn","2021-10-13","FYN6900017",94230001,"55.4678333333333","10.5169333333333","98","1","1500","nej",NA,"2021-10-21","11.4",NA,"MST2021071","MST2021-071",5.1446944475174,3,3,3,36.6991496086121,74.4466666666667,33.3072853088379,67.8679408528534,40.0929737091065,81.02539248048,"Mya","arenaria","M","M. arenaria","MST","Bivalvia","Mollusca","MST2021071","2021-10-13",94230001,"55.4678333333333","10.5169333333333","FYN6900017",55.4678333333333,10.5169333333333,"MST2021-071","4","21-10","6.5","2022-jan-11","MST-SX24",NA,"400","24_04","2021-10-13",NA,"MST2021071","MST2021071::2021-10-13"
"207","Myaare","MST2021-079","MST2021079","Mya","arenaria","Bivalvia","Mollusca","M. arenaria",93740007,9.06681944444444,56.6208333333333,"93740007_VIB3727_1","2021-09-06","mcp","ddPCR",0.918185114860535,6,9,2021,"1st_season","ddPCR : 1st_season",0.282890516538027,13,8.98681944444444,56.4608333333333,"Myaare","MST2021079_2021-09-06","MST2021079","RasmusBillegrav","Frigg","MSTMJL","2021-09-06","93740007_VIB3727_1",93740007,"56.6208333333333","9.06681944444444","51","1","1100","ja","2","2021-09-08","173.5",NA,"MST2021079","MST2021-079",5.1446944475174,3,3,3,0.918185114860535,1.24286666666667,0.477132312953472,0.219325947724165,1.57202035188675,2.26640738560917,"Mya","arenaria","M","M. arenaria","MST","Bivalvia","Mollusca","MST2021079","2021-09-06",93740007,"56.6208333333333","9.06681944444444","93740007_VIB3727_1",56.6208333333333,9.06681944444444,"MST2021-079","21","Fytoplankton, 06.09.2021, 93740007","7.6","2021-nov-24","MST-SX21",NA,"400","21_21","2021-09-06",NA,"MST2021079","MST2021079::2021-09-06"
"208","Myaare","MST2021-079","MST2021079","Mya","arenaria","Bivalvia","Mollusca","M. arenaria",93740007,9.06681944444444,56.6208333333333,"93740007_VIB3727_1","2021-09-06","mcp","qPCR",1.24286666666667,6,9,2021,"1st_season","qPCR : 1st_season",0.350803456528989,13,8.98681944444444,56.4608333333333,"Myaare","MST2021079_2021-09-06","MST2021079","RasmusBillegrav","Frigg","MSTMJL","2021-09-06","93740007_VIB3727_1",93740007,"56.6208333333333","9.06681944444444","51","1","1100","ja","2","2021-09-08","173.5",NA,"MST2021079","MST2021-079",5.1446944475174,3,3,3,0.918185114860535,1.24286666666667,0.477132312953472,0.219325947724165,1.57202035188675,2.26640738560917,"Mya","arenaria","M","M. arenaria","MST","Bivalvia","Mollusca","MST2021079","2021-09-06",93740007,"56.6208333333333","9.06681944444444","93740007_VIB3727_1",56.6208333333333,9.06681944444444,"MST2021-079","21","Fytoplankton, 06.09.2021, 93740007","7.6","2021-nov-24","MST-SX21",NA,"400","21_21","2021-09-06",NA,"MST2021079","MST2021079::2021-09-06"
"209","Oncmyk","MST2021-012","MST2021012","Oncorhynchus","mykiss","Actinopterygii","Chordata","O. mykiss",95130028,9.66136111111111,55.7021833333333,"VejleFjordindre_VF","2021-04-27","mcp","ddPCR",7.4708414077759,27,4,2021,"2nd_season","ddPCR : 2nd_season",0.927926550898003,14,9.74136111111111,55.6221833333333,"Oncmyk","MST2021012_2021-04-27","MST2021012","KRISTIANMCGREGOR","LIVII","MSTSYD","2021-04-27","VejleFjordindre_VF",95130028,"55.7021833333333","9.66136111111111","69","59","1500","nej","na","2021-05-03","81.7",NA,"MST2021012","MST2021-012",1.06313988566398,30,30,30,7.4708414077759,81.9933333333333,6.0497170686722,56.0912285282536,9.0991872549057,107.895438138413,"Oncorhynchus","mykiss","O","O. mykiss","MST","Actinopterygii","Chordata","MST2021012","2021-04-27",95130028,"55.7021833333333","9.66136111111111","VejleFjordindre_VF",55.7021833333333,9.66136111111111,"MST2021-012","12","Vejle Fjord Bundfauna, 27-04-21","11","2022-feb-01","MST-SX25",NA,"400","25_12","2021-04-27",NA,"MST2021012","MST2021012::2021-04-27"
"210","Oncmyk","MST2021-012","MST2021012","Oncorhynchus","mykiss","Actinopterygii","Chordata","O. mykiss",95130028,9.66136111111111,55.7021833333333,"VejleFjordindre_VF","2021-04-27","mcp","ddPCR",7.4708414077759,27,4,2021,"2nd_season","ddPCR : 2nd_season",0.927926550898003,14,9.74136111111111,55.6221833333333,"Oncmyk","MST2021012_2021-04-27","MST2021012","KRISTIANMCGREGOR","LIVII","MSTSYD","2021-04-27","VejleFjordindre_VF",95130028,"55.7021833333333","9.66136111111111","69","59","1500","nej","na","2021-05-03","81.7",NA,"MST2021012","MST2021-012",1.06313988566398,30,30,30,7.4708414077759,81.9933333333333,6.0497170686722,56.0912285282536,9.0991872549057,107.895438138413,"Oncorhynchus","mykiss","O","O. mykiss","MST","Actinopterygii","Chordata","MST2021012","2021-04-27",95130028,"55.7021833333333","9.66136111111111","VejleFjordindre_VF",55.7021833333333,9.66136111111111,"MST2021-012","4",NA,"0","'2023-jan24","MST-SX26",NA,"400","26_04","2022-05-09",NA,"MST2021012","MST2021012::2022-05-09"
"211","Oncmyk","MST2021-012","MST2021012","Oncorhynchus","mykiss","Actinopterygii","Chordata","O. mykiss",95130028,9.66136111111111,55.7021833333333,"VejleFjordindre_VF","2021-04-27","mcp","qPCR",81.9933333333333,27,4,2021,"2nd_season","qPCR : 2nd_season",1.91904320788416,14,9.74136111111111,55.6221833333333,"Oncmyk","MST2021012_2021-04-27","MST2021012","KRISTIANMCGREGOR","LIVII","MSTSYD","2021-04-27","VejleFjordindre_VF",95130028,"55.7021833333333","9.66136111111111","69","59","1500","nej","na","2021-05-03","81.7",NA,"MST2021012","MST2021-012",1.06313988566398,30,30,30,7.4708414077759,81.9933333333333,6.0497170686722,56.0912285282536,9.0991872549057,107.895438138413,"Oncorhynchus","mykiss","O","O. mykiss","MST","Actinopterygii","Chordata","MST2021012","2021-04-27",95130028,"55.7021833333333","9.66136111111111","VejleFjordindre_VF",55.7021833333333,9.66136111111111,"MST2021-012","12","Vejle Fjord Bundfauna, 27-04-21","11","2022-feb-01","MST-SX25",NA,"400","25_12","2021-04-27",NA,"MST2021012","MST2021012::2021-04-27"
"212","Oncmyk","MST2021-012","MST2021012","Oncorhynchus","mykiss","Actinopterygii","Chordata","O. mykiss",95130028,9.66136111111111,55.7021833333333,"VejleFjordindre_VF","2021-04-27","mcp","qPCR",81.9933333333333,27,4,2021,"2nd_season","qPCR : 2nd_season",1.91904320788416,14,9.74136111111111,55.6221833333333,"Oncmyk","MST2021012_2021-04-27","MST2021012","KRISTIANMCGREGOR","LIVII","MSTSYD","2021-04-27","VejleFjordindre_VF",95130028,"55.7021833333333","9.66136111111111","69","59","1500","nej","na","2021-05-03","81.7",NA,"MST2021012","MST2021-012",1.06313988566398,30,30,30,7.4708414077759,81.9933333333333,6.0497170686722,56.0912285282536,9.0991872549057,107.895438138413,"Oncorhynchus","mykiss","O","O. mykiss","MST","Actinopterygii","Chordata","MST2021012","2021-04-27",95130028,"55.7021833333333","9.66136111111111","VejleFjordindre_VF",55.7021833333333,9.66136111111111,"MST2021-012","4",NA,"0","'2023-jan24","MST-SX26",NA,"400","26_04","2022-05-09",NA,"MST2021012","MST2021012::2022-05-09"
"213","Oncmyk","MST2021-029","MST2021029","Oncorhynchus","mykiss","Actinopterygii","Chordata","O. mykiss",97200002,12.7336055555556,55.8616666666667,"KBH431","2021-09-07","mcp","ddPCR",0.358997471630573,7,9,2021,"1st_season","ddPCR : 1st_season",0.133218648742861,14,12.8136055555556,55.7816666666667,"Oncmyk","MST2021029_2021-09-07","MST2021029","alkri","Sif","MSTSJL","2021-09-07","KBH431",97200002,"55.8616666666667","12.7336055555556","501","1","1800","ja","12","2021-09-15","17.1",NA,"MST2021029","MST2021-029",1.06313988566398,30,30,30,0.358997471630573,0,0.097286142408848,0,0.893585309386255,0,"Oncorhynchus","mykiss","O","O. mykiss","MST","Actinopterygii","Chordata","MST2021029","2021-09-07",97200002,"55.8616666666667","12.7336055555556","KBH431",55.8616666666667,12.7336055555556,"MST2021-029","7","MST2021-029, KBH431, Fytoplankton, 07-09-2021, Julis","5.7","2021-nov-24","MST-SX21",NA,"400","21_07","2021-09-07",NA,"MST2021029","MST2021029::2021-09-07"
"214","Oncmyk","MST2021-029","MST2021029","Oncorhynchus","mykiss","Actinopterygii","Chordata","O. mykiss",97200002,12.7336055555556,55.8616666666667,"KBH431","2021-09-07","mcp","ddPCR",0.358997471630573,7,9,2021,"1st_season","ddPCR : 1st_season",0.133218648742861,14,12.8136055555556,55.7816666666667,"Oncmyk","MST2021029_2021-09-07","MST2021029","alkri","Sif","MSTSJL","2021-09-07","KBH431",97200002,"55.8616666666667","12.7336055555556","501","1","1800","ja","12","2021-09-15","17.1",NA,"MST2021029","MST2021-029",1.06313988566398,30,30,30,0.358997471630573,0,0.097286142408848,0,0.893585309386255,0,"Oncorhynchus","mykiss","O","O. mykiss","MST","Actinopterygii","Chordata","MST2021029","2021-09-07",97200002,"55.8616666666667","12.7336055555556","KBH431",55.8616666666667,12.7336055555556,"MST2021-029","11","'9/5-22,MST2021-029,91500007","16.8","'2023-jan31","MST-SX27",NA,"400","27_11","2022-05-09",NA,"MST2021029","MST2021029::2022-05-09"
"215","Oncmyk","MST2021-030","MST2021030","Oncorhynchus","mykiss","Actinopterygii","Chordata","O. mykiss",93740007,9.06681944444444,56.6208333333333,"SkiveFjord","2021-05-26","mcp","qPCR",7.49,26,5,2021,"2nd_season","qPCR : 2nd_season",0.928907690243953,14,9.14681944444444,56.5408333333333,"Oncmyk","MST2021030_2021-05-26","MST2021030","PHELD_NICRA","Sif","MST_MJL","2021-05-26","SkiveFjord",93740007,"56.6208333333333","9.06681944444444","5","1","1600","nej","N_A","2021-05-31","115.9",NA,"MST2021030","MST2021-030",1.06313988566398,30,30,30,0,7.49,0,2.55732324188986,0.50396028906107,12.4226767581101,"Oncorhynchus","mykiss","O","O. mykiss","MST","Actinopterygii","Chordata","MST2021030","2021-05-26",93740007,"56.6208333333333","9.06681944444444","SkiveFjord",56.6208333333333,9.06681944444444,"MST2021-030","8","VIB3227, plankton, 26.05.21","4.07","2021-nov-24","MST-SX21",NA,"400","21_08","2021-05-26",NA,"MST2021030","MST2021030::2021-05-26"
"216","Oncmyk","MST2021-030","MST2021030","Oncorhynchus","mykiss","Actinopterygii","Chordata","O. mykiss",93740007,9.06681944444444,56.6208333333333,"SkiveFjord","2021-05-26","mcp","qPCR",7.49,26,5,2021,"2nd_season","qPCR : 2nd_season",0.928907690243953,14,9.14681944444444,56.5408333333333,"Oncmyk","MST2021030_2021-05-26","MST2021030","PHELD_NICRA","Sif","MST_MJL","2021-05-26","SkiveFjord",93740007,"56.6208333333333","9.06681944444444","5","1","1600","nej","N_A","2021-05-31","115.9",NA,"MST2021030","MST2021-030",1.06313988566398,30,30,30,0,7.49,0,2.55732324188986,0.50396028906107,12.4226767581101,"Oncorhynchus","mykiss","O","O. mykiss","MST","Actinopterygii","Chordata","MST2021030","2021-05-26",93740007,"56.6208333333333","9.06681944444444","SkiveFjord",56.6208333333333,9.06681944444444,"MST2021-030","18",NA,"1.92","'2023-jan24","MST-SX26",NA,"400","26_18","2022-04-28",NA,"MST2021030","MST2021030::2022-04-28"
"217","Oncmyk","MST2021-039","MST2021039","Oncorhynchus","mykiss","Actinopterygii","Chordata","O. mykiss",93610032,9.96678333333333,56.6626666666667,"MariagerFjord","2021-05-07","mcp","ddPCR",0.315230190753937,7,5,2021,"2nd_season","ddPCR : 2nd_season",0.119001769422975,14,10.0467833333333,56.5826666666667,"Oncmyk","MST2021039_2021-05-07","MST2021039","PHELD_ALKRI","Sif","MST_NJL","2021-05-07","MariagerFjord",93610032,"56.6626666666667","9.96678333333333","27","1","1800","ja","7m","2021-05-20","92.8",NA,"MST2021039","MST2021-039",1.06313988566398,30,30,30,0.315230190753937,0,0.0854257121682165,0,0.78463926911354,0,"Oncorhynchus","mykiss","O","O. mykiss","MST","Actinopterygii","Chordata","MST2021039","2021-05-07",93610032,"56.6626666666667","9.96678333333333","MariagerFjord",56.6626666666667,9.96678333333333,"MST2021-039","8","Fyto, Forår, NOR5503, 07.05.2021","2.72","2021-dec-08","MST-SX22",NA,"400","22_08","2021-05-07",NA,"MST2021039","MST2021039::2021-05-07"
"218","Promin","MST1039","MST1039","Prorocentrum","minimum","Dinophyceae","Myzozoa","P. minimum",91320001,8.21670555555556,56.0778333333333,"RKB1","2021-04-26","mcp","ddPCR",0.464329048991204,26,4,2021,"2nd_season","ddPCR : 2nd_season",0.16563867788629,15,8.45670555555556,56.0778333333333,"Promin","MST1039_2021-04-26","MST1039","JettePoulsenEngholm","Penelope","MST_MJL","2021-04-26","RKB1",91320001,"56.0778333333333","8.21670555555556","32","1","570","nej","na","2021-05-03","95",NA,"MST1039","MST1039",0.560731440782545,30,0,3,0.464329048991204,0,0.125829558819533,0,1.15578301250935,0,"Prorocentrum","minimum","P","P. minimum","MST","Dinophyceae","Myzozoa","MST1039","2021-04-26",91320001,"56.0778333333333","8.21670555555556","RKB1",56.0778333333333,8.21670555555556,"MST1039","19","Fytoplankton, 26.04.21, RKB1","13.6","2022-feb-01","MST-SX25",NA,"400","25_19","2021-04-26",NA,"MST1039","MST1039::2021-04-26"
"219","Promin","MST1043","MST1043","Prorocentrum","minimum","Dinophyceae","Myzozoa","P. minimum",93500119,10.3204,56.6261666666667,"Hevringbugt","2021-04-06","mcp","ddPCR",0.588676780462265,6,4,2021,"2nd_season","ddPCR : 2nd_season",0.201035548094576,15,10.5604,56.6261666666667,"Promin","MST1043_2021-04-06","MST1043","JOCTH","Musling","MSTOJL","2021-04-06","Hevringbugt",93500119,"56.6261666666667","10.3204","12","11","1500","nej",NA,"2021-04-12","64.3",NA,"MST1043","MST1043",0.560731440782545,30,0,3,0.588676780462265,0,0.159525591880083,0,1.46532580256462,0,"Prorocentrum","minimum","P","P. minimum","MST","Dinophyceae","Myzozoa","MST1043","2021-04-06",93500119,"56.6261666666667","10.3204","Hevringbugt",56.6261666666667,10.3204,"MST1043","2","Bundfauna, Herning bugt, 06.04.2021, Jocth, Musling, 12.04.2021","3.06","2022-jan-06","MST-SX23",NA,"400","23_02","2021-04-06",NA,"MST1043","MST1043::2021-04-06"
"220","Promin","MST1054","MST1054","Prorocentrum","minimum","Dinophyceae","Myzozoa","P. minimum",99000052,13.3,55,"DMU444_Arkona","2021-05-18","mcp","ddPCR",0.466021224856377,18,5,2021,"2nd_season","ddPCR : 2nd_season",0.166140258007207,15,13.54,55,"Promin","MST1054_2021-05-18","MST1054","ALKRI_NIFSO","Sif","MST_FYN","2021-05-18","DMU444_Arkona",99000052,"55","13.3","48","1","1400","ja","38m","2021-05-31","92",NA,"MST1054","MST1054",0.560731440782545,30,0,3,0.466021224856377,0,0.126288095489144,0,1.15999527275562,0,"Prorocentrum","minimum","P","P. minimum","MST","Dinophyceae","Myzozoa","MST1054","2021-05-18",99000052,"55","13.3","DMU444_Arkona",55,13.3,"MST1054","23","Plankton, DMU444, 18.05.2021","6.85","2022-jan-11","MST-SX24",NA,"400","24_23","2021-05-18",NA,"MST1054","MST1054::2021-05-18"
"221","Promin","MST2021-006","MST2021006","Prorocentrum","minimum","Dinophyceae","Myzozoa","P. minimum",99210007,12.0851805555556,54.7410833333333,"1001027Hovedeskov","2021-08-24","mcp","ddPCR",31.2354302406311,24,8,2021,"1st_season","ddPCR : 1st_season",1.50833347103805,15,12.3251805555556,54.7410833333333,"Promin","MST2021006_2021-08-24","MST2021006","NicolaiEspenhainAnker","ABRA","MSTSTO","2021-08-24","1001027Hovedeskov",99210007,"54.7410833333333","12.0851805555556","106","96","1400","nej","_","2021-08-25","17.3",NA,"MST2021006","MST2021-006",0.560731440782545,30,0,3,31.2354302406311,38.7266666666667,27.0690894126892,33.5443473660703,35.8115577697754,43.908985967263,"Prorocentrum","minimum","P","P. minimum","MST","Dinophyceae","Myzozoa","MST2021006","2021-08-24",99210007,"54.7410833333333","12.0851805555556","1001027Hovedeskov",54.7410833333333,12.0851805555556,"MST2021-006","13",NA,"7.65","2022-jan-11","MST-SX24",NA,"400","24_13","2021-08-24",NA,"MST2021006","MST2021006::2021-08-24"
"222","Promin","MST2021-006","MST2021006","Prorocentrum","minimum","Dinophyceae","Myzozoa","P. minimum",99210007,12.0851805555556,54.7410833333333,"1001027Hovedeskov","2021-08-24","mcp","ddPCR",31.2354302406311,24,8,2021,"1st_season","ddPCR : 1st_season",1.50833347103805,15,12.3251805555556,54.7410833333333,"Promin","MST2021006_2021-08-24","MST2021006","NicolaiEspenhainAnker","ABRA","MSTSTO","2021-08-24","1001027Hovedeskov",99210007,"54.7410833333333","12.0851805555556","106","96","1400","nej","_","2021-08-25","17.3",NA,"MST2021006","MST2021-006",0.560731440782545,30,0,3,31.2354302406311,38.7266666666667,27.0690894126892,33.5443473660703,35.8115577697754,43.908985967263,"Prorocentrum","minimum","P","P. minimum","MST","Dinophyceae","Myzozoa","MST2021006","2021-08-24",99210007,"54.7410833333333","12.0851805555556","1001027Hovedeskov",54.7410833333333,12.0851805555556,"MST2021-006","7",NA,"15.4","'2023-jan31","MST-SX27",NA,"400","27_07","2022-07-11",NA,"MST2021006","MST2021006::2022-07-11"
"223","Promin","MST2021-006","MST2021006","Prorocentrum","minimum","Dinophyceae","Myzozoa","P. minimum",99210007,12.0851805555556,54.7410833333333,"1001027Hovedeskov","2021-08-24","mcp","qPCR",38.7266666666667,24,8,2021,"1st_season","qPCR : 1st_season",1.59908212636911,15,12.3251805555556,54.7410833333333,"Promin","MST2021006_2021-08-24","MST2021006","NicolaiEspenhainAnker","ABRA","MSTSTO","2021-08-24","1001027Hovedeskov",99210007,"54.7410833333333","12.0851805555556","106","96","1400","nej","_","2021-08-25","17.3",NA,"MST2021006","MST2021-006",0.560731440782545,30,0,3,31.2354302406311,38.7266666666667,27.0690894126892,33.5443473660703,35.8115577697754,43.908985967263,"Prorocentrum","minimum","P","P. minimum","MST","Dinophyceae","Myzozoa","MST2021006","2021-08-24",99210007,"54.7410833333333","12.0851805555556","1001027Hovedeskov",54.7410833333333,12.0851805555556,"MST2021-006","13",NA,"7.65","2022-jan-11","MST-SX24",NA,"400","24_13","2021-08-24",NA,"MST2021006","MST2021006::2021-08-24"
"224","Promin","MST2021-006","MST2021006","Prorocentrum","minimum","Dinophyceae","Myzozoa","P. minimum",99210007,12.0851805555556,54.7410833333333,"1001027Hovedeskov","2021-08-24","mcp","qPCR",38.7266666666667,24,8,2021,"1st_season","qPCR : 1st_season",1.59908212636911,15,12.3251805555556,54.7410833333333,"Promin","MST2021006_2021-08-24","MST2021006","NicolaiEspenhainAnker","ABRA","MSTSTO","2021-08-24","1001027Hovedeskov",99210007,"54.7410833333333","12.0851805555556","106","96","1400","nej","_","2021-08-25","17.3",NA,"MST2021006","MST2021-006",0.560731440782545,30,0,3,31.2354302406311,38.7266666666667,27.0690894126892,33.5443473660703,35.8115577697754,43.908985967263,"Prorocentrum","minimum","P","P. minimum","MST","Dinophyceae","Myzozoa","MST2021006","2021-08-24",99210007,"54.7410833333333","12.0851805555556","1001027Hovedeskov",54.7410833333333,12.0851805555556,"MST2021-006","7",NA,"15.4","'2023-jan31","MST-SX27",NA,"400","27_07","2022-07-11",NA,"MST2021006","MST2021006::2022-07-11"
